,word,value_place,value_else,total_value,unique_chars,norm_place,norm_else,norm_total,first_letter,second_letter,third_letter,fourth_letter,fifth_letter
0,spike,4872,15738,20610,5,0.3767885532591415,0.510954265431847,0.8877428186909885,s,p,i,k,e
0,mimic,3594,9904,13498,3,0.2498012718600954,0.2729386805923871,0.5227399524524825,m,i,m,i,c
0,pound,5233,9140,14373,5,0.4126589825119237,0.24176900167271836,0.6544279841846421,p,o,u,n,d
0,maxim,4151,9838,13989,4,0.30514705882352944,0.2702460119946147,0.5753930708181441,m,a,x,i,m
0,linen,5781,13915,19696,4,0.467110492845787,0.43657949492064785,0.9036899877664348,l,i,n,e,n
0,unmet,4099,13297,17396,5,0.2999801271860095,0.41136632532332423,0.7113464525093338,u,n,m,e,t
0,flesh,3065,16508,19573,5,0.19723767885532592,0.5423687324058586,0.7396064112611845,f,l,e,s,h
0,booby,5542,8662,14204,3,0.443362480127186,0.22226755334339685,0.6656300334705828,b,o,o,b,y
0,forth,5160,9606,14766,5,0.40540540540540543,0.260780873893354,0.6661862792987594,f,o,r,t,h
0,first,4422,14570,18992,5,0.33207472178060415,0.4633021908530864,0.7953769126336905,f,i,r,s,t
0,stand,4651,16704,21355,5,0.354829093799682,0.5503651421810616,0.9051942359807437,s,t,a,n,d
0,belly,5457,11648,17105,4,0.43491653418124004,0.34409040838807065,0.7790069425693107,b,e,l,l,y
0,ivory,3230,11893,15123,5,0.21363275039745627,0.3540859206070744,0.5677186710045307,i,v,o,r,y
0,seedy,5847,18669,24516,4,0.4736685214626391,0.630533229978377,1.104201751441016,s,e,e,d,y
0,print,4365,11818,16183,5,0.32641096979332274,0.3510260699277875,0.6774370397211102,p,r,i,n,t
0,yearn,4294,17542,21836,5,0.31935612082670906,0.58455387377096,0.9039099945976691,y,e,a,r,n
0,drain,4271,15041,19312,5,0.31707074721780604,0.4825180531190078,0.7995888003368139,d,r,a,i,n
0,bribe,4665,13168,17833,4,0.3562201907790143,0.40610338215495084,0.7623235729339651,b,r,i,b,e
0,stout,3925,16279,20204,4,0.28269077901430845,0.5330259883317694,0.8157167673460779,s,t,o,u,t
0,panel,6889,14105,20994,5,0.5772058823529411,0.4443311166415079,1.021536998994449,p,a,n,e,l
0,crass,7572,17934,25506,4,0.6450715421303657,0.6005466933213659,1.2456182354517316,c,r,a,s,s
0,flume,3888,11747,15635,5,0.2790143084260731,0.3481294112847293,0.6271437197108024,f,l,u,m,e
0,offal,2014,14015,16029,4,0.0928060413354531,0.44065929582636365,0.5334653371618168,o,f,f,a,l
0,agree,5860,19256,25116,4,0.47496025437201905,0.6544816612949288,1.129441915666948,a,g,r,e,e
0,error,3812,19762,23574,3,0.2714626391096979,0.6751254538778507,0.9465880929875486,e,r,r,o,r
0,swirl,3974,15018,18992,5,0.28755961844197137,0.48157969891069313,0.7691393173526645,s,w,i,r,l
0,argue,3964,17001,20965,5,0.28656597774244835,0.5624821508710375,0.8490481286134859,a,r,g,u,e
0,bleed,5640,15135,20775,4,0.45310015898251194,0.48635306597038064,0.9394532249528926,b,l,e,e,d
0,delta,4739,17032,21771,5,0.3635731319554849,0.5637468891518094,0.9273200211072943,d,e,l,t,a
0,flick,3018,8760,11778,5,0.19256756756756757,0.22626575823099832,0.4188333257985659,f,l,i,c,k
0,totem,6036,13630,19666,4,0.4924483306836248,0.42495206233935784,0.9174003930229826,t,o,t,e,m
0,wooer,6502,14233,20735,4,0.5387519872813991,0.4495532618008241,0.9883052490822232,w,o,o,e,r
0,front,4046,11912,15958,5,0.29471383147853736,0.3548610827791604,0.6495749142576978,f,r,o,n,t
0,shrub,3769,12952,16721,5,0.2671899841017488,0.3972910121986047,0.6644809963003535,s,h,r,u,b
0,parry,6340,12059,18399,4,0.5226550079491256,0.3608583901105626,0.8835133980596881,p,a,r,r,y
0,biome,5209,13253,18462,5,0.41027424483306835,0.40957121292480925,0.8198454577578775,b,i,o,m,e
0,lapel,6007,15406,21413,4,0.489566772655008,0.49740932642487046,0.9869760990798784,l,a,p,e,l
0,start,4486,18917,23403,4,0.33843402225755165,0.6406511362245523,0.9790851584821039,s,t,a,r,t
0,greet,5514,16907,22421,4,0.44058028616852146,0.5586471380196646,0.999227424188186,g,r,e,e,t
0,goner,6698,13156,19854,5,0.5582273449920508,0.40561380604626496,0.9638411510383158,g,o,n,e,r
0,golem,6091,12000,18091,5,0.4979133545310016,0.35845130757619026,0.8563646621071919,g,o,l,e,m
0,lusty,4496,13420,17916,5,0.3394276629570747,0.41638448043735465,0.7558121433944294,l,u,s,t,y
0,loopy,5385,10955,16340,4,0.4277623211446741,0.31581738811146015,0.7435797092561343,l,o,o,p,y
0,round,5002,11510,16512,5,0.3897058823529412,0.3384602831381829,0.728166165491124,r,o,u,n,d
0,audit,3921,14087,18008,5,0.2822933227344992,0.4435967524784791,0.7258900752129782,a,u,d,i,t
0,lying,2830,10970,13800,5,0.17388712241653417,0.31642935824731755,0.4903164806638517,l,y,i,n,g
0,gamma,4494,13082,17576,3,0.3392289348171701,0.40259475337603523,0.7418236881932053,g,a,m,m,a
0,labor,4546,15038,19584,5,0.34439586645469,0.4823956590918363,0.8267915255465264,l,a,b,o,r
0,islet,4160,19592,23752,5,0.30604133545310014,0.6681897923381339,0.9742311277912341,i,s,l,e,t
0,civic,3552,8716,12268,3,0.24562798092209856,0.22447064583248338,0.4700986267545819,c,i,v,i,c
0,forge,5837,12180,18017,5,0.47267488076311603,0.3657949492064787,0.8384698299695947,f,o,r,g,e
0,corny,6305,9345,15650,5,0.5191772655007949,0.2501325935294358,0.7693098590302307,c,o,r,n,y
0,moult,4954,10637,15591,5,0.3849364069952305,0.3028436212312839,0.6877800282265144,m,o,u,l,t
0,basic,4712,15357,20069,5,0.36089030206677264,0.4954102239810697,0.8563005260478423,b,a,s,i,c
0,salad,6573,17896,24469,4,0.5458068362480127,0.5989963689771939,1.1448032052252066,s,a,l,a,d
0,agate,4469,19112,23581,4,0.3367448330683625,0.6486067479906981,0.9853515810590605,a,g,a,t,e
0,spicy,4559,11986,16545,5,0.34568759936406995,0.35788013544939007,0.70356773481346,s,p,i,c,y
0,spray,5369,15537,20906,5,0.4261724960254372,0.5027538656113582,0.9289263616367953,s,p,r,a,y
0,essay,3304,24752,28056,4,0.22098569157392686,0.8787075190730692,1.099693210646996,e,s,s,a,y
0,fjord,3144,9311,12455,5,0.20508744038155802,0.24874546122149238,0.4538329016030504,f,j,o,r,d
0,spend,4289,16462,20751,5,0.31885930047694755,0.5404920239892294,0.8593513244661769,s,p,e,n,d
0,kebab,3472,13939,17411,4,0.23767885532591415,0.4375586471380197,0.6752375024639339,k,e,b,a,b
0,guild,4470,9268,13738,5,0.33684419713831476,0.2469911468320346,0.5838353439703494,g,u,i,l,d
0,aback,2724,14416,17140,4,0.16335453100158984,0.457019297458284,0.6203738284598739,a,b,a,c,k
0,motor,4776,13529,18305,4,0.3672496025437202,0.4208314634245849,0.7880810659683051,m,o,t,o,r
0,alone,4739,18674,23413,5,0.3635731319554849,0.6307372200236628,0.9943103519791477,a,l,o,n,e
0,hatch,4149,10684,14833,4,0.3049483306836248,0.30476112765697033,0.6097094583405951,h,a,t,c,h
0,hyper,4124,12549,16673,5,0.30246422893481717,0.38084941454857,0.6833136434833872,h,y,p,e,r
0,thumb,2489,8680,11169,5,0.1400039745627981,0.22300191750642567,0.36300589206922373,t,h,u,m,b
0,dowry,5072,9090,14162,5,0.39666136724960255,0.23972910121986046,0.636390468469463,d,o,w,r,y
0,ought,2775,10873,13648,5,0.16842209856915738,0.3124719513687732,0.4808940499379306,o,u,g,h,t
0,belch,4166,11282,15448,5,0.306637519872814,0.32915833707315084,0.6357958569459649,b,e,l,c,h
0,dutch,3269,8778,12047,5,0.21750794912559618,0.22700012239402717,0.44450807151962335,d,u,t,c,h
0,pilot,4515,12367,16882,5,0.34131558028616854,0.37342417690016727,0.7147397571863359,p,i,l,o,t
0,tweed,5010,15101,20111,4,0.3905007949125596,0.4849659336624373,0.8754667285749969,t,w,e,e,d
0,comet,6583,11816,18399,5,0.5468004769475358,0.3509444739096732,0.897744950857209,c,o,m,e,t
0,jaunt,4647,10392,15039,5,0.35443163751987283,0.2928481090122802,0.647279746532153,j,a,u,n,t
0,enema,2612,21630,24242,4,0.15222575516693163,0.751336134796622,0.9035618899635536,e,n,e,m,a
0,steed,5836,19901,25737,4,0.4725755166931638,0.6807963771367957,1.1533718938299595,s,t,e,e,d
0,abyss,5505,17516,23021,4,0.4396860095389507,0.5834931255354738,1.0231791350744246,a,b,y,s,s
0,growl,3175,11475,14650,5,0.20816772655007948,0.3370323528211823,0.5452000793712618,g,r,o,w,l
0,fling,3279,9562,12841,5,0.21850158982511925,0.25898576149483904,0.4774873513199583,f,l,i,n,g
0,dozen,5780,11159,16939,5,0.46701112877583467,0.3241401819591204,0.791151310734955,d,o,z,e,n
0,boozy,5425,7586,13011,4,0.43173688394276627,0.17836889559789482,0.610105779540661,b,o,o,z,y
0,erode,4229,20144,24373,4,0.3128974562798092,0.6907102933376851,1.0036077496174942,e,r,o,d,e
0,world,5301,10158,15459,5,0.4194157392686804,0.28330137489290524,0.7027171141615857,w,o,r,l,d
0,gouge,5346,11553,16899,4,0.4238871224165342,0.34021459752764066,0.7641017199441749,g,o,u,g,e
0,click,3342,9349,12691,4,0.22476152623211446,0.2502957855656644,0.4750573117977789,c,l,i,c,k
0,briar,4647,15045,19692,4,0.35443163751987283,0.4826812451552364,0.8371128826751093,b,r,i,a,r
0,great,4261,17488,21749,5,0.31607710651828297,0.5823507812818735,0.8984278878001564,g,r,e,a,t
0,altar,3799,19005,22804,4,0.270170906200318,0.6442413610215821,0.9144122672219002,a,l,t,a,r
0,pulpy,4613,7381,11994,4,0.35105325914149443,0.17000530374117742,0.5210585628826718,p,u,l,p,y
0,blurt,3721,11241,14962,5,0.26242050874403816,0.32748561870180737,0.5899061274458455,b,l,u,r,t
0,coast,5497,16919,22416,5,0.43889109697933226,0.5591367141283505,0.9980278111076828,c,o,a,s,t
0,duchy,3800,7026,10826,5,0.2702702702702703,0.15552201052588635,0.4257922807961566,d,u,c,h,y
0,groin,3981,12970,16951,5,0.2882551669316375,0.39802537636163354,0.686280543293271,g,r,o,i,n
0,fixer,5114,10868,15982,5,0.4008346581875994,0.3122679613234874,0.7131026195110868,f,i,x,e,r
0,group,3119,11651,14770,5,0.2026033386327504,0.34421280241524216,0.5468161410479926,g,r,o,u,p
0,rogue,5011,14402,19413,5,0.39060015898251194,0.4564481253314838,0.8470482843139957,r,o,g,u,e
0,badly,5634,9881,15515,5,0.4525039745627981,0.27200032638407245,0.7245043009468706,b,a,d,l,y
0,smart,4435,17649,22084,5,0.3333664546899841,0.5889192607400758,0.9222857154300599,s,m,a,r,t
0,pithy,4394,8513,12907,5,0.3292925278219396,0.2161886499938803,0.5454811778158198,p,i,t,h,y
0,gaudy,5340,9332,14672,5,0.4232909379968203,0.24960221941169272,0.6728931574085131,g,a,u,d,y
0,chill,3766,10523,14289,4,0.2668918918918919,0.2981926481987679,0.5650845400906598,c,h,i,l,l
0,heron,4543,15427,19970,5,0.34409777424483307,0.49826608461507077,0.8423638588599038,h,e,r,o,n
0,vodka,3911,11169,15080,5,0.28129968203497613,0.324548162049692,0.6058478440846682,v,o,d,k,a
0,finer,5945,12701,18646,5,0.48340620031796505,0.38705071192525803,0.8704569122432231,f,i,n,e,r
0,surer,6950,17204,24154,4,0.5832670906200318,0.5707641467096406,1.1540312373296724,s,u,r,e,r
0,radio,4550,16248,20798,5,0.3447933227344992,0.5317612500509975,0.8765545727854966,r,a,d,i,o
0,rouge,5336,14077,19413,5,0.42289348171701113,0.4431887723879075,0.8660822541049187,r,o,u,g,e
0,perch,4466,12161,16627,5,0.33644674085850557,0.3650197870343927,0.7014665278928982,p,e,r,c,h
0,retch,3653,14250,17903,5,0.2556637519872814,0.4502468279547958,0.7059105799420773,r,e,t,c,h
0,wrote,4766,14826,19592,5,0.3662559618441971,0.4737464811717188,0.8400024430159159,w,r,o,t,e
0,clock,3284,10086,13370,4,0.21899841017488075,0.2803639182407898,0.4993623284156706,c,l,o,c,k
0,tilde,5039,14501,19540,5,0.39338235294117646,0.4604871282281425,0.8538694811693189,t,i,l,d,e
0,store,5038,20180,25218,5,0.39328298887122415,0.6921790216637428,1.0854620105349668,s,t,o,r,e
0,prove,4470,13501,17971,5,0.33684419713831476,0.41968911917098445,0.7565333163092992,p,r,o,v,e
0,bring,3831,10309,14140,5,0.27335055643879175,0.2894618742605361,0.5628124306993278,b,r,i,n,g
0,solve,6187,15643,21830,5,0.5074523052464229,0.5070784545714169,1.01453075981784,s,o,l,v,e
0,cheat,4151,15584,19735,5,0.30514705882352944,0.5046713720370446,0.809818430860574,c,h,e,a,t
0,grime,4553,13646,18199,5,0.34509141494435613,0.4256048304842724,0.7706962454286286,g,r,i,m,e
0,exult,2525,13602,16127,5,0.14358108108108109,0.4238097180857574,0.5673907991668385,e,x,u,l,t
0,usher,3402,18354,21756,5,0.23072337042925278,0.6176818571253723,0.848405227554625,u,s,h,e,r
0,epoch,2308,14599,16907,5,0.12201907790143084,0.46448533311574397,0.5865044110171748,e,p,o,c,h
0,triad,4703,14952,19655,5,0.3599960254372019,0.47888703031292074,0.8388830557501226,t,r,i,a,d
0,break,4064,15878,19942,5,0.29650238473767887,0.5166659866998491,0.813168371437528,b,r,e,a,k
0,rhino,3402,13665,17067,5,0.23072337042925278,0.42637999265635834,0.6571033630856111,r,h,i,n,o
0,viral,4373,13599,17972,5,0.3272058823529412,0.42368732405858595,0.7508932064115271,v,i,r,a,l
0,conic,4989,10216,15205,4,0.38841414944356123,0.28566765941822037,0.6740818088617816,c,o,n,i,c
0,masse,5527,22431,27958,4,0.4418720190779014,0.7840153400514055,1.225887359129307,m,a,s,s,e
0,sonic,5632,14210,19842,5,0.4523052464228935,0.4486149075925095,0.900920154015403,s,o,n,i,c
0,vital,3791,13318,17109,5,0.26937599364069953,0.41222308351352455,0.6815990771542241,v,i,t,a,l
0,trace,4924,17209,22133,5,0.38195548489666137,0.5709681367549264,0.9529236216515877,t,r,a,c,e
0,using,2264,15267,17531,5,0.11764705882352941,0.4917384031659255,0.6093854619894549,u,s,i,n,g
0,peach,4504,13955,18459,5,0.34022257551669316,0.43821141528293417,0.7784339907996274,p,e,a,c,h
0,champ,3253,10520,13773,5,0.2159181240063593,0.29807025417159644,0.5139883781779557,c,h,a,m,p
0,baton,5016,13286,18302,5,0.39109697933227344,0.4109175472236955,0.8020145265559689,b,a,t,o,n
0,brake,5110,14832,19942,5,0.40043720190779014,0.4739912692260618,0.8744284711338519,b,r,a,k,e
0,pluck,2895,8539,11434,5,0.18034578696343403,0.2172493982293664,0.39759518519280046,p,l,u,c,k
0,craze,4746,14526,19272,5,0.36426868044515104,0.4615070784545714,0.8257757588997224,c,r,a,z,e
0,gripe,4569,13673,18242,5,0.346681240063593,0.4267063767288156,0.7733876167924086,g,r,i,p,e
0,weary,5297,14626,19923,5,0.4190182829888712,0.4655868793602872,0.8846051623491584,w,e,a,r,y
0,picky,4438,6947,11385,5,0.33366454689984104,0.15229896781037086,0.48596351471021193,p,i,c,k,y
0,acute,4000,16486,20486,5,0.2901430842607313,0.5414711762066011,0.8316142604673324,a,c,u,t,e
0,ferry,5444,12723,18167,4,0.4336248012718601,0.38794826812451555,0.8215730693963756,f,e,r,r,y
0,aside,3874,21655,25529,5,0.27762321144674085,0.7523560850230508,1.0299792964697918,a,s,i,d,e
0,tapir,4995,14226,19221,5,0.38901033386327505,0.449267675737424,0.838278009600699,t,a,p,i,r
0,troll,3995,14638,18633,4,0.2896462639109698,0.46607645546897314,0.755722719379943,t,r,o,l,l
0,unify,3119,9292,12411,5,0.2026033386327504,0.2479702990494064,0.4505736376821568,u,n,i,f,y
0,rebus,6950,14673,21623,5,0.5832670906200318,0.46750438578597364,1.0507714764060054,r,e,b,u,s
0,boost,5241,15222,20463,4,0.4134538950715421,0.4899024927583534,0.9033563878298956,b,o,o,s,t
0,truss,6896,16398,23294,4,0.5779014308426074,0.5378809514095713,1.1157823822521786,t,r,u,s,s
0,siege,5775,19617,25392,4,0.4665143084260731,0.6692097425645629,1.135724050990636,s,i,e,g,e
0,tiger,5562,13956,19518,5,0.4453497615262321,0.4382522132919914,0.8836019748182236,t,i,g,e,r
0,banal,5686,14244,19930,4,0.457670906200318,0.45000203990045284,0.9076729461007709,b,a,n,a,l
0,slump,3480,13062,16542,5,0.2384737678855326,0.40177879319489207,0.6402525610804246,s,l,u,m,p
0,crank,4145,12488,16633,5,0.30455087440381556,0.3783607359960834,0.6829116103998989,c,r,a,n,k
0,gorge,5877,12669,18546,4,0.47664944356120825,0.385745175635429,0.8623946191966372,g,o,r,g,e
0,query,4167,11350,15517,5,0.30673688394276627,0.3319326016890376,0.6386694856318038,q,u,e,r,y
0,drink,3723,11104,14827,5,0.2626192368839428,0.3218962914609767,0.5845155283449195,d,r,i,n,k
0,favor,4472,11923,16395,5,0.3370429252782194,0.35530986087878913,0.6923527861570085,f,a,v,o,r
0,abbey,4781,13199,17980,4,0.3677464228934817,0.40736812043572274,0.7751145433292044,a,b,b,e,y
0,tangy,5766,10189,15955,5,0.4656200317965024,0.28456611317367714,0.7501861449701795,t,a,n,g,y
0,panic,5093,11655,16748,5,0.39874801271860094,0.34437599445147077,0.7431240071700718,p,a,n,i,c
0,solar,6256,18366,24622,5,0.514308426073132,0.6181714332340582,1.1324798593071903,s,o,l,a,r
0,shire,5403,17601,23004,5,0.42955087440381556,0.5869609563053323,1.0165118307091479,s,h,i,r,e
0,proxy,4105,8872,12977,5,0.30057631160572335,0.23083513524540003,0.5314114468511234,p,r,o,x,y
0,point,5521,10942,16463,5,0.4412758346581876,0.3152870139937171,0.7565628486519047,p,o,i,n,t
0,robot,4484,13472,17956,4,0.3382352941176471,0.41850597690832686,0.756741271025974,r,o,b,o,t
0,prick,3520,9949,13469,5,0.2424483306836248,0.2747745909999592,0.517222921683584,p,r,i,c,k
0,wince,4693,11747,16440,5,0.35900238473767887,0.3481294112847293,0.7071317960224082,w,i,n,c,e
0,crimp,3462,10478,13940,5,0.2366852146263911,0.2963567377911958,0.5330419524175869,c,r,i,m,p
0,knoll,2961,12676,15637,4,0.18690381558028618,0.3860307616988291,0.5729345772791152,k,n,o,l,l
0,sugar,4863,16105,20968,5,0.37589427662957076,0.5259271347558239,0.9018214113853946,s,u,g,a,r
0,whack,2865,9457,12322,5,0.17736486486486486,0.2547019705438375,0.43206683540870233,w,h,a,c,k
0,mount,4971,10201,15172,5,0.3866255961844197,0.285055689282363,0.6716812854667827,m,o,u,n,t
0,perky,5489,10929,16418,5,0.4380961844197138,0.3147566398759741,0.7528528242956879,p,e,r,k,y
0,could,5279,9522,14801,5,0.4172297297297297,0.2573538411325527,0.6745835708622825,c,o,u,l,d
0,wrung,2951,9353,12304,5,0.1859101748807631,0.250458977601893,0.4363691524826561,w,r,u,n,g
0,light,3286,10543,13829,5,0.21919713831478538,0.29900860837991106,0.5182057466946964,l,i,g,h,t
0,those,4392,18428,22820,5,0.32909379968203495,0.620700909795602,0.9497947094776369,t,h,o,s,e
0,moist,5083,15050,20133,5,0.39775437201907793,0.48288523520052223,0.8806396072196001,m,o,i,s,t
0,shard,4889,16137,21026,5,0.37847774244833066,0.527232671045653,0.9057104134939836,s,h,a,r,d
0,pleat,4241,17096,21337,5,0.3140898251192369,0.5663579617314675,0.8804477868507044,p,l,e,a,t
0,aloft,3389,14820,18209,5,0.2294316375198728,0.4735016931173759,0.7029333306372487,a,l,o,f,t
0,skill,3958,14713,18671,4,0.2859697933227345,0.46913630614825996,0.7551060994709944,s,k,i,l,l
0,elder,4392,18914,23306,4,0.32909379968203495,0.6405287421973808,0.9696225418794158,e,l,d,e,r
0,frame,4698,15203,19901,5,0.3594992050874404,0.4891273305862674,0.8486265356737077,f,r,a,m,e
0,humor,3558,11285,14843,5,0.2462241653418124,0.3292807311003223,0.5755048964421348,h,u,m,o,r
0,pause,5827,18020,23847,5,0.471681240063593,0.6040553221002815,1.0757365621638746,p,a,u,s,e
0,ulcer,4280,14450,18730,5,0.3179650238473768,0.4584064297662274,0.7763714536136042,u,l,c,e,r
0,ultra,2903,16422,19325,5,0.18114069952305245,0.538860103626943,0.7200008031499955,u,l,t,r,a
0,robin,4469,12465,16934,5,0.3367448330683625,0.37742238178776877,0.7141672148561313,r,o,b,i,n
0,cynic,3164,9677,12841,4,0.20707472178060413,0.26367753253641224,0.4707522543170164,c,y,n,i,c
0,agora,3205,19015,22220,4,0.21114864864864866,0.6446493411121538,0.8557979897608025,a,g,o,r,a
0,aroma,3752,18800,22552,4,0.2655007949125596,0.6358777691648647,0.9013785640774243,a,r,o,m,a
0,caulk,4882,10523,15405,5,0.3777821939586645,0.2981926481987679,0.6759748421574324,c,a,u,l,k
0,shake,5372,17210,22582,5,0.4264705882352941,0.5710089347639835,0.9974795229992777,s,h,a,k,e
0,pupal,3960,11950,15910,4,0.2861685214626391,0.35641140712333236,0.6425799285859715,p,u,p,a,l
0,dodge,5116,12534,17650,4,0.40103338632750396,0.3802374444127127,0.7812708307402166,d,o,d,g,e
0,swill,4026,14179,18205,4,0.2927265500794913,0.4473501693117376,0.7400767193912289,s,w,i,l,l
0,tacit,5077,13290,18367,4,0.39715818759936405,0.4110807392599241,0.8082389268592882,t,a,c,i,t
0,other,3621,16692,20313,5,0.25248410174880764,0.5498755660723756,0.8023596678211833,o,t,h,e,r
0,thorn,3603,13000,16603,5,0.25069554848966613,0.3992493166333483,0.6499448651230144,t,h,o,r,n
0,trove,4426,14821,19247,5,0.33247217806041335,0.47354249112643304,0.8060146691868464,t,r,o,v,e
0,bloke,4626,12977,17603,5,0.3523449920508744,0.39831096242503367,0.750655954475908,b,l,o,k,e
0,vivid,3568,7791,11359,3,0.24721780604133545,0.1867324874546122,0.43395029349594766,v,i,v,i,d
0,spill,4094,15091,19185,4,0.299483306836248,0.4845579535718657,0.7840412604081137,s,p,i,l,l
0,chant,4219,11806,16025,5,0.3119038155802862,0.3505364938191016,0.6624403093993878,c,h,a,n,t
0,choke,4486,11907,16393,5,0.33843402225755165,0.3546570927338746,0.6930911149914263,c,h,o,k,e
0,rupee,6028,15984,22012,4,0.49165341812400637,0.5209905756599078,1.0126439937839142,r,u,p,e,e
0,nasty,5320,15656,20976,5,0.42130365659777425,0.50760882868916,0.9289124852869343,n,a,s,t,y
0,mourn,4705,11330,16035,5,0.3601947535771065,0.33111664150789444,0.691311395085001,m,o,u,r,n
0,ahead,4062,18793,22855,4,0.29630365659777425,0.6355921831014647,0.931895839699239,a,h,e,a,d
